id,text,label
train_1265,"""Here's a use case example: I'm the author of BEPUphysics, a real-time simulation library.""",0
train_1266,"""The ComboBox uses the CarouselPanel but this does not have the option to disable circular scrolling either.""",0
train_1267,"""I experienced problem with UWP ListView particularly using ISupportIncrementalLoading interface as a datasource.""",0
train_1268,An developer should have an option or tool to manage that list and select which ones are displayed.,1
train_1269,"""Is there anyway you could make Windbg Preview available for offline downloading?""",1
train_1270,"""We'll currently I have a Uwp app that needs to call a web.api service that is secured with azure ad.""",0
train_1271,"""I have WP7.x.""",0
train_1272,If we use diferent datatemplates why not make every panel virtualizable?,1
train_1273,"""It is understandable that when UWP app is run normally it can only access a limited set of COM objects; however if the UWP is packaged to desktop bridge it makes sense to allow it to access additional COM objects exposed by that desktop bridge using the technical described in the blog above.""",0
train_1274,3) DO NOT SUGGEST a steam roller as a work around to a shortcoming in a fly swatter.,0
train_1275,"""It does not make a sense when the large (multimedia) files have to be transferred (You first have to transfer them up to Skydrive and then - download to phone).""",0
train_1276,"""I have found other reports of people around the internet who have struggled with the same bug e.g.""",0
train_1277,"""A general use case is that I'm working on an app and just started debugging the application on the device and suppose encountered an issue and now I stopped debugging and now I started to resolve that issue and mostly it takes the time in which the device get locked and again if I debug the app then the same error popups.""",0
train_1278,Thanks for considering changing this.,0
train_1279,"""Examples include: - a (assemble) doesn't supporting 64-bit!""",0
train_1280,"""This will make wp users very happy .""",0
train_1281,"""Texture coordinate transforms are not exposed for any effects that can be used by the Reach profile even though this is something the GPU can probably do cheaply.""",0
train_1282,"""I've been a fan of feedly but am now losing heart.""",0
train_1283,"""Since upgrading to the latest 8.10.12382.878, my cellular data has been unstable/zero.""",0
train_1284,"""Why can we not just have a ""store manifest"" that includes all localized descriptions, screenshots, etc.""",1
train_1285,"""The problem starts after a certain app update.""",0
train_1286,thank you Jose Lopes,0
train_1287,"""They should never pass certification, and should never be published.""",1
train_1288,"""After having tried TypeConverter on UWP I tried to add implicit operators (casts) to the complex type (Position here) from and to string but xaml does not take them into account.""",0
train_1289,"""I don't like comparisons, however all the Windows 10 UWP effort is another attempt to get users into the Windows platform right?""",0
train_1290,"""Please, don't open a browser every time I want to share a post to my social networks (Google +, Facebook...).	""",1
train_1291,"""It would be convenient to have a SelectedBackground property for CalendarView.""",1
train_1292,"""This was the original microsoft link for the pivot control in Silverlight :""",0
train_1293,"""Why not add a setting to the inner circle that allows me to turn off the ringtone and let it vibrate only.""",1
train_1294,"""Details: - Handset: Nokia Lumia 1520 - Operator: 3UK - Unstable/zero ceullar data after updating to WP 8.10.12382.878 [Earlier - WP 8.1 update was fine - Data is working fine___ more""",0
train_1295,"""Regional Format does not automaticly mean the region i set the device to or the UI Langauge i chose.""",0
train_1296,"""At home I use wifi.""",0
train_1297,"""I've been working on an LOB for my field of engineering (civil/structural).""",0
train_1298,"""Why cant Windows Phone do this?""",0
train_1299,"""Also, having a ShowContactTask would allow me to give my user a quick shortcut to post a message on Twitter or Facebook without having to implement those SDKs (especially since the APIs do not currently give you access to social networking contacts to be able to pull their social network handles).""",0
train_1300,"""I have two identical USB Zebra printers and cannot tell them apart.""",0
train_1301,"""If we can hold payouts we could hold them until we reach a reasonable amount and then pressing ok to pay out if you are allowed.""",0
train_1302,"""Not individual articles, list as a whole.""",0
train_1303,We will only invoke the correct Add / Remove actions for all the items.,0
train_1304,Let them install it if they so choose.,0
train_1305,"""Running of background service just for 25 seconds every 30 minutes is restricting app developers from creating required apps for clients.""",0
train_1306,"""I didn't put the tab there, and I DON'T WANT IT.""",0
train_1307,"""It is possible to workaround this with MapPolyline.""",0
train_1308,"""So if I click on a device it will open the app on that device with the same artice.""",0
train_1309,"""Also I noticed that in the Mobile store apps are shown twice after search with a keyword.""",0
train_1310,"""For those of us wanting to provide free applications it would be nice if the WP7 supported self signed certs or the very least a widely known free SSL authority.""",1
train_1311,"""Unfortunately most of it is undocumented and does not seem to be stabilized (2018 Spring Update for instance changed IApplicationView's CLSID so apps using it stopped working).""",0
train_1312,"""So please before you completely remove SuppressSystemOverlays make sure there's a way for us to force the status bar on and off even when we have entered full screen mode.""",1
train_1313,"""I had to re-open video and change the Position property again and sometimes this problem is disappeared.""",0
train_1314,When a VM is connected to the default switch and the host is connected to the corporate network via Cisco AnyConnect the VM looses the ability to resolve DNS addresses.,0
train_1315,"""The new Notification access is awesome but is it possible to add Overlay UI and  Services  ( you will find it under accessibility settings in Android) to RS2.""",1
train_1316,"""4) Before doing anything else click the Show touch keyboard button in the notification tray such that the touch keyboard appears.""",0
train_1317,"""Also need API for voice record with background agent.""",1
train_1318,Packaged COM (https://blogs.windows.com/buildingapps/2017/04/13/com-server-ole-document-support-desktop-bridge/#KgekWJeWFmOwUZRb.97) allows exposing out-of-proc COM objects using desktop bridge however these COM objects are not accessible from UWP apps even if the UWP apps are packaged into same desktop bridge exposes the COM objects.,0
train_1319,"""Could Microsoft not add a padding reflecting the core window bounds to the full-screen window only instead of manipulating a grid by name?""",1
train_1320,"""Please add the capability to view voltage and mAh, or, if possible, another method to check if the device is charging with USB power or wireless power.""",1
train_1321,"""I think many apps that need to generate a tile dynamically will encounter this issue.""",0
train_1322,"""There has been a huge spike in spammers scraping the Windows Store website for apps' support email.""",0
train_1323,Then Appium will happily use the native locator.,0
train_1324,"""I'm not a developer.""",0
train_1325,"""Use file playback sample or custom effects sample.""",1
train_1326,The way ink Input is currently handled is sooo Win32 ;) I know there is InkCanvas and Windows.UI.Input.Inking.Analysis put this should be build into the text controls in a standard way.,0
train_1327,"""Currently UWP apps have no ability to include menu controls with excellent mouse support.""",0
train_1328,"""When developing Coded UI test for a localized UWP apps, test becomes dependent on texts that are localized.

On most controls this can easily be handled by an AutomationId, but on the CoreWindow and MessageBox (incl.""""",0
train_1329,Keyboard remains NumericPin.,0
train_1330,"""Why is it impossible to get the Contact designated by the system as ""Me"", for the purposes of getting ""my"" current Picture?""",0
train_1331,"""Bonus: You can't delete this feedback.""",0
train_1332,"""When I save an article to Evernote, the resulting note is the text and images, but not what the webpage looks like.	""",0
train_1333,"""Currently the ManipulationDelta event args provides a single scale factor for pinch/stretch events.""",0
train_1334,"""Unable to scroll an online video back and forth.""",0
train_1335,"""For example I am currently not able to edit any of my IAP descriptions translated to 14 languages because they exceed the 200 characters limit.""",0
train_1336,"""Also, would be nice to be able to send an article to Pocket from the list view without having to open the article.	""",1
train_1337,"""Maybe warn the user when downloading the app or more stringent verification process for these apps but don't block them completely as you're hurting both devs and users.""",1
train_1338,"""I am looking after a solution already over a decade for 3D mouses working over Windows Remote Desktop Connection.""",0
train_1339,Now that Xaml and DirectX support SVG images I'd love to provide my splash screen image as an SVG file.,1
train_1340,"""This problem also happen randomly.""",0
train_1341,"""private/corporate WiFi authentication with a certificate is not supported at Mango.""",0
train_1342,Raspberry Pi and Arduino have countless MIDI projects on… more,0
train_1343,Allow debit cards as a payment instrument for registration and renewals,1
train_1344,"""Would battery experience really degrade that much?""",0
train_1345,"""So with that, I really do appreciate the fact the Marketplace and developer API's allow for demo mode, and I sincerely hope___ more""",0
train_1346,"""Moreover, recently GeoTrust claimed us to cancel US registration (current one) and re-register as Russia.""",0
train_1347,"""bizview rating is about 4.5 and has many reviews.""",0
train_1348,"""And adding new text function: add text from reading QR-code.""",1
train_1349,"""According to this thread Color of ApplicationBar Icons http://social.msdn.microsoft.com/Forums/wpapps/en-US/3652fab4-1662-42c8-9d1e-bd8255083647/color-of-applicationbar-icons?forum=wpdevelop I want in WP8 back (it stiill works in WP7) that I can set a color for ApplicationBar Icons.""",0
train_1350,"""Developers need create/edit document from Windows Store Apps.""",1
train_1351,"""This should be available both in WinRT and Silverlight applications.""",0
train_1352,"""I prefer to see original content most of the time) so along with mark as read / save links there could be URL link which will drive to the original site.""",1
train_1353,"""In order to download the Windows Driver Kit I must first install Visual Studio 2017.""",0
train_1354,"""We have tried with ExtendedJsonData property but the add-on array is empty too.""",0
train_1355,"""RotatorTile's behavior is like an automated FlipView.""",0
train_1356,"""It would be useful to have either backgroundNetwork new capability or atleast extend backgroundMediaPlayback capability and if playback is active (which can possibly be using network communication) and app is not suspended keep network communication active.""",1
train_1357,If it's add the components don't loop all the,0
train_1358,"""But I noticed that it still happens no sound issue in another situation.""",0
train_1359,"""It is especially wierd since they can sync pictures___ more""",0
train_1360,"""Purpose: Events related to: When one phone call starts and ends.""",0
train_1361,"""Could you add the link for the feedback hub to the store's app review form?""",1
train_1362,Since only one ContentDialog can be shown at a time a lock is needed (such as SemaphoreSlim(11) or a sequential queue of TaskCompletionSource).,1
train_1363,"""But he also said that NOT all of the data would be possible to transfer, like ""reporting"".""",0
train_1364,"""Clue: have a folder for downloading and copying apps like the ringtones folder for ringtones.""",1
train_1365,"""Currently I can READ this value but I cannot WRITE to it so that it syncs and updates the library on my PC from where the song came from.""",0
train_1366,Here is a related StackOverflow question:,0
train_1367,"""Changing properties on an active Gelocator causes exceptions.""",0
train_1368,"""It scanned my entire computer for certification (way outside the scope of building a UWP application).""",0
train_1369,This is because I am using Visual Studio 15.7.1 which has already fixed the problem.,0
train_1370,"""So I uninstalled KB4057144 became build 15063.850.""",0
train_1371,It would be great to have a Background Trigger when that data was changed on another device.,1
train_1372,"""However in the worst case when SP and TM are ordered in the following way:""",0
train_1373,"""Can I only not find it or is it really gone?""",0
train_1374,Example: Map is centered on ground I move it to building and altitude jumps to building's height,0
train_1375,Interestingly Apps wrapped with Desktop Bridge do not have to use .NET Native.,0
train_1376,"""Is there anywhere I can find a copy and download it?""",0
train_1377,"""Each number represents the shadow in each side.""",0
train_1378,"""The closet option is to launch it FullScreen but that obscures the task bar.""",1
train_1379,"""One Scenario is that of a shoutcast source for Internet Radio streaming.""",0
train_1380,""" set depth writes enabled or disabled set other state changes make the draw call""",1
train_1381,And I have a problem with windows explorer that it breaks every time when I try to move from one screen to another.,0
train_1382,"""I'm using the TreeView of your official samples on https://github.com/Microsoft/Windows-universal-samples/tree/dev/Samples/XamlTreeView.""",0
train_1383,"""AS developing XNA apps in Windows Phone 8 development will not be supported anymore , we sometimes need to have 3d Models and work with them inside application without need to learn C++ & Direct X which will take alot of time and maybe valuable for game developers only .""",0
train_1384,"""Please allow developers to test Continuum for Phones on the Windows 10 Mobile emulator.""",1
train_1385,"""The call history is missing the following menus.""",0
train_1386,This would also bring feature parity with HTML/JS apps which already… more,0
train_1387,"""What this forces the user to do is carry a hand-held GPS as well as a phone when the track log is important.""",0
train_1388,"""Or at the very least add a free service to your accepted list of SSL authorities.""",1
train_1389,"""The requirements that involve phone calls, text messages, and zune hub music are all impossible to test from within the emulator.""",0
train_1390,"""The issue they (and even I) have is trying to put it on the marketplace.""",0
train_1391,"""More info: http://developer.ubuntu.com/web/""""",0
train_1392,Therefore I want to request adding of some improvements in WinRT API to bring Frame's behavior closer to it's analog from WP Silverlight.,1
train_1393,"""The project will be developed in Andriod.""",0
train_1394,"""I can see it relative with USBXHCI.But I have no idea.""",0
train_1395,"""It would better allow me to judge the effectiveness of my marketing.""",0
train_1396,CalcBinding is an advanced Binding markup extension that allows you to write calculated binding expressions in XAML without custom converters.,0
train_1397,"""They know to make it !""",0
train_1398,"""And now the app takes long time to load.""",0
train_1399,"""I have built an app that targets Windows 8 and the customer is looking for a servicing fix on Windows 8.""",0
train_1400,"""The ToastNotification object has a convenient ExpirationTime property that automatically dismisses it after a given period.""",0
train_1401,"""This is limiting me to provide customers to fully use my app for stuff like removing entries on their objects.""",0
train_1402,"""Player: Your app is activated one time.""",0
train_1403,"""Using touch to position the cursor is a good start, but it's clumsy and easily off by one character, which would be acceptable if there were at least a left arrow key in addition to backspace.""",0
train_1404,If you are concerned about security reasons a good implementation of this API would be to always notify the user that a message from that application has been sent and where it was sent.,1
train_1405,"""Please provide a way to configure the size of the window in the LaunchUriForResultsAsync method.""",1
train_1406,Microsoft can set a Do while loop in its generic drivers Also,0
train_1407,This package does always crash after side loading it.,0
train_1408,"""when I press a link in an article that I'm reading on feedly then the link will always open inside Feedly.""",0
train_1409,"""If so, what happens to existing Windows Phone 7 apps that run on a Windows Phone 8 device?""",0
train_1410,"""As soon as new stories are downloaded they are added at the from of the ListView not all but say top 10 and rest goes to the disk/cache.""",0
train_1411,Well I think that the devcenter app should be updated/extended so that the app can show the windows store apps as well as the phone apps (which it currently does) Ideally it should also use the live tiles to show the current stats on your apps.,1
train_1412,I am attempting to use lsof to find an open port for an application but rather it returns sock: can't identify protocol.,0
train_1413,"""Trackpad activities are not unified across different controls.""",0
train_1414,"""960x1280 Now check the properties of wbmp: PixelWidth: 960 PixelHeight: 1280 PixelBuffer.Length: 1228800 The length of PixelBuffer is totally wrong, the buffer size shoud be 960 x 1280 x 4 = 4915200 The wrong value 1228800 comes from the original size: 480 x 640 x 4.""",0
train_1415,"""Currently we have Access to external mass storage.""",0
train_1416,"""Similar request but a report control for rdlc support:""",0
train_1417,"""Unfortunately, Feedly's OPML support is artificially limited to Google Reader's exact OPML format, but there's no reason we can't expand it to handle NewsBlur's OPML download format for importing into Feedly.""""",1
train_1418,"""More apps sold = more cloud processing and cloud data storage = more revenue.""",0
train_1419,"""1) Get rid of the [EmailMessage.Body] character limit.""",1
train_1420,The Emulator should support SensorSDK,1
train_1421,We would like to create an app to monitor the time users spend in other the apps enabling enterprise customers to optimize a user's day by analyzing time on applications.,0
train_1422,"""Add xap support for some apps like explorer and opera""",1
train_1423,"""But if the device is disconnected from any network then the waiting time between SpeechRecognizer StateChanged starts âSoundEndedâ and the ResultGenerated event is invoked is very small less than 10ms!""",0
train_1424,"""Also, after I restored the phone, Here Maps and Here Drive+ tiles had ""!""""",0
train_1425,"""With the PhoneToolkit I can Instantiate polygons or other UI with an template that I can give to my more artistic gifted friends for making my map symbols stylish.""",0
train_1426,"""Therefore, it would be great if devs could put apps in the marketplace offering two___ more""",1
train_1427,"""Furthermore, isn't 1'200 for fullChargeCapacityInMilliwattHours very good for a two year old battery?""",0
train_1428,"""After a trial has expired the expiration date is set to:""",0
train_1429,"""Connecting the host to a non-corporate (remote) WiFi network.""",0
train_1430,"""The reason I removed the IAPs was to make the apps eligible for transfer.""",0
train_1431,"""When using a ListView bound to a CollectionViewSource with Grouped items it would be great to have the option to make the Grouped Item selectable/interactive.""",1
train_1432,"""But unfortunately it is not possible to create a MediaStreamSample from D3D Surface.""",0
train_1433,"""Although my mouse click is properly sent to the """"close"""" button, any mouse movement after the popup goes away, is sent to the side pane -- which causes it to """"intelligently"""" expand and reflow the list of articles that I am trying to read.""",0
train_1434,"""Before recent changes we were (ab)using the .Reset event type to inform the UI components that the collection has changed.""",0
train_1435,"""From there the application could be fully launched if desired.""",0
train_1436,This is on Windows 10 Fall Creators Update (build 16299.19) @ 150% DPI scale the app targets Windows 10 SDK 16299.,0
train_1437,"""FieldOfView is in degrees on W10 Mobile and in radians on Desktop.""",0
train_1438,When you use x:Bind to bind a TextBox to a property of the SelectedItem of a ListView this problem exists:,0
train_1439,"""Being able to prepare an MMS for the user would have many usages, and the functionality are readily available on other platforms.""",0
train_1440,"""Any one here can see its down right nepotistic.""",0
train_1441,My thought: Using simulator while on a page a one-click button that automatically take one screenshot for each language the app supports.,0
train_1442,"""Add a IE like control that support functions like 'get url of the current page', which support 'open in new tab'.""",1
train_1443,"""In code there is a way to detect and work with features that are in newer Windows 10 builds (using ApiInformation) so that code can use new features while gracefully degrading on older builds.""",0
train_1444,"""Aside from my personal dilemma of a missing device it would definitely make sense to be able testing code in an emulator first instead of having lots of hardware around all the time.""",1
train_1445,"""For example, logging GPS___ more""",0
train_1446,"""I understand you have security considerations to consider, however i cannot think of any reason we should not be able to check if a sms is received.""",0
train_1447,"""all apps go to freeze position so a user cannot use the mobile if any app is used for downloading.""",0
train_1448,"""opens up further possibilities around subscription, paid-only content, contributors influencing content creators, etc.""",0
train_1449,"""dictionaries).""",0
train_1450,"""While downloading a file with BackgroundDownloader the progress updates every 1MB which is not really accurate.""",0
train_1451,Would it be practical to make it so that a user could authorize proximity tracking in the background so that an app could utilize it?,1
train_1452,"""If using tap/hold, allow vertical scrolling without locking into text as described above.""",1
train_1453, - Now with the mouse pointer click on the title of the window and move it to the second screen.,0
train_1454,Its usage would be similar to SelectedForeground and SelectedBorderBrush:,0
train_1455,"""I'm working on a feedly application and I want to add some ""pro"" features like in-stream search, but I'm not able to test these because i don't have a pro account.""",0
train_1456,"""I'm currently working on a clock control for my UWP todo-list app 2Day (www.2day-app.com).""",0
train_1457,"""This burden would be eliminated would MP3 Frames be available by the FrameOutputNode.""",1
train_1458,that pin doesn't work though so the pin screen wont go away.,0
train_1459,"""You can retweet and answer Tweets but You cant favorite""",0
train_1460,"""My Customer (I'm an Office 365 Consultant) are struggling with the adoption of this new way of working because of simple things like this that annoy and takes 2-10 minutes per person per working spot.""",0
train_1461,"""I suggest to create another option that alternates ""lost of signal"" and ""bad signal"".

Create an infinite loop that breakes the connection in a random time.

From 1 to 10 sec, for example.""""",1
train_1462,"""(TimeTrigger won't serve this purpose, as 1) it at least requires 15 minutes slot 2) it has the trigger time between_____ more""""",0
train_1463,"""This does not occur in Google Reader, where the original layout displays normally.""",0
train_1464,"""But look what happens when i try (note the lower case i) to use the auto-complete, which is set to add a space after being used: it won't subsequently recognise the double space, like so this should be new sentence, but instead i have three spaces.""",0
train_1465,"""Please allow windows phone 8.1 file/folder picker to have access to onedrive and store the location in futureaccesslist.""",1
train_1466,"""Because not everywhere in the countryside or even in cities a good network connection is available.""",0
train_1467,"""At the moment developers do not have any control on such tasks.""",0
train_1468,"""I think we can support this by adding a simple constructor that takes in the same parameters as Initialize.""",1
train_1469,The Windows Store analytics API allows great access to acquisition data (both app and add-on acquisitions).,0
train_1470,"""I created a few ideas in the get satisfaction community (don't remember how I got there) and was very surprised never to get an answer... until I realized you guys worked in user voice...""",0
train_1471,How to emulate the bug,0
train_1472,"""However , ___________________________ ( Evernote's service for China ) is not supported.""",0
train_1473,2) Add the XAML below to MainPage.xaml,0
train_1474,This is what the screen looks like: https://1drv.ms/i/s!AqT0PAFUIw04htwcFjitFI7iNTXl5A,0
train_1475,"""The CSS selector "">"" is ignored in the WebBrowser component of WindowsPhone 8.""",0
train_1476,"""This would signify communication and access on the file system.""",0
train_1477,"""Currently when sending a email using WP8, You can only attach a photo.""",0
train_1478,"""There all still to much bugs on current main apps.""",0
train_1479,So far so good.,0
train_1480,"""The xaml engine of UWP should manage complex types for xaml attributes""",1
train_1481,"""I had to hold power button with volume down button in order to shut device off and reboot.""",0
train_1482,"""I use IMFSourceReader on UWP and noticed following bug with FLAC decoding: it will not change position if SetCurrentPosition will be called right after initialization.""",0
train_1483,"""Currently there is no way to schedule recurring notifications using ScheduledToastNotification.

""",0
train_1484,The link to the PrinterExtensionLibrary for UWP points to 8.1.,0
train_1485,"""Any ideas on how I can cause the app to restart?""",0
train_1486,"""This just makes me angry as a serious developer!""",0
train_1487,"""I just found that reading the property of System.Comment from a file doesn't work on Windows 10.

I used StorageFile.Properties.GetDocumentPropertiesAsync() to read the properties of a file that has Comment, but DocumentProperties.Comment is a empty string.""""",0
train_1488,"""App will not upload photos.""",0
train_1489,All localization should work like .resw files work - if there is no entry in the app description you should revert to the original entry.,1
train_1490,"""Other platforms (iOS and Android do support this!!!!!).""",0
train_1491,"""It hasn't to be a full fledged Docking MDI Control like the ones from""",0
train_1492,"""If we have a form in a scrollviewer and a textbox recieves focus then the page translates.Instead of that the page size should become smaller and the user shouldbe able to scroll all the fields even when the page is open.

This can be seen in settings page.

Start typing something in the search tab and try to scroll to the bottom most element while the inputpane is open, you cant see the last element.""""""""",0
train_1493,"""I would love to be able to save directly to Pocket like I can on the android app.""",1
train_1494,"""One click to close the first menu and a second click to open the new one.""",0
train_1495,"""When scrolling down list or opening item in list, app catalog hangs.""",0
train_1496,"""Thanks Since the ""Screen times out after"" option has the maximum time for only 5 minute and as a consumer perspective it's okay, but for a developer this feature is very annoying when we debug our apps on the device and the Visual Studio shows the message like: ""The application could not be launched for debugging.""",0
train_1497,"""What do you think?""",0
train_1498,"""This will make tiles truly ""live"" and open up the live of WP7 to new applications.""",0
train_1499,""" - resize the windows explorer window to something like 300px to 300px""",1
train_1500,"""Facebook for WinPho needs better integration with Facebook!""",1
train_1501,"""We can't use that at all.""",0
train_1502,"""Please add an option to get rid of the fade-in animation for opacity.""",1
train_1503,"""In Japanese input the font style should be applied to the left character.""",1
train_1504,"""what I think cool is getting the LatLong points of visible map layer allowing me to place any useful information on the sides or corner.""",0
train_1505,"""This would make bug fixes to spelling and screeshots simple & would save Microsoft from having to test submissions for Metadata only.""",0
train_1506,"""Please make it possible to locate at the other three corners.""",1
train_1507,"""Please give that back.""",1
train_1508,"""At the moment you have to open the reviews for every app, one at the time.""",0
train_1509,"""Hardware accellerated mp4 encoder library, to be able for us to develop professional video conf., broadcaster, streamer, video editing apps ( as ipad2...)""",0
train_1510,"""The only possibility to search them is to use UDP Broadcast.""",0
train_1511,"""I found a problem with displaying html in the built-in browser (IE) windows phone 7.""",0
train_1512,"""After changing to fullscreen and back, the position of the window is wrong and not to influence, right?

Please create a possibility.""""""""",1
train_1513,"""The user can then do some function within the selected app (e.g.""",0
train_1514,This application is far too complex for mobile screens and 500 x 500 is too small.,0
train_1515,"""thank you Jose Lopes""",0
train_1516,It is pretty annoying having to duplicate lots or resources just becase the same command has now moved to a different control.,0
train_1517,"""The total rating should be equal worldwide!""",0
train_1518,We need more control over the device so childrens activities can be regulated.,1
train_1519,"""example.""",0
train_1520,"""I purchased the windows phone because of the smooth integration but now we are slowly moving towards apps and no OS integration.""",0
train_1521,"""I don't think this is a security issue because the data is in the file and the file contents are readable.""",0
train_1522,"""It would be great to add a property to choose the direction of the progress bar clockwise or counterclockwise.""",1
train_1523,"""etc.""",0
train_1524,"""It's better if we wake up early.""",0
train_1525,Let the local apps install without need to access to windows phone store just like .exe files in windows...,1
train_1526,"""Also the scroll viewer should have options to disable overscrolling effect.""",0
train_1527,"""Finally a popout player would be nice for the audio/video of podcasts.""",1
train_1528,"""We also use multiple-top-level windows that are already available.""",0
train_1529,"""Benefits: gives readers an easy way to support the authors and content they like.""",0
train_1530,"""Example (trying to add folder from dragDrop Filetarget to FutureAccessList):""",0
train_1531,I wonder if this is because of the way the Desktop Bridge technology wraps the WPF application.,0
train_1532,"""It is good that you started this unification with the common core!""",0
train_1533,"""Sometimes the store gives the wrong wp7 version of my app to Windows Phone 8 users.""",0
train_1534,"""Windows Phone 8 includes a new Map control.""",0
train_1535,"""To Feedly, can you please provide this type of service - perhaps within you Pro account if there are extra overheads.""",1
train_1536,"""Much nicer in dark environment when dark theme I chosen.""",0
train_1537,Polish your new Contact Manager api to get the maximum performance .Hence the user not to sit idle till it loads.,1
train_1538,"""Currently Dev Center accepts Credit Card and PayPal as payment instrument for registration fee, but please add bank transfer (wire transfer) for registration fee.

Especially some company needs to complicated process when personal credit card is used for such purpose.

When Microsoft sends a money between the company for your business partner for example outsourced call center, do you use credit card for such payment?""""",0
train_1539,"""However there is no toolkit available for Affinity Designer (which is the only design program besides Adobe XD that is available in the Microsoft Store).""",0
train_1540,"""Hi, Instead of writing elaborate SyncML services, I would like to do the same using push notification like what is happening in iOS.""",0
train_1541,"""Other competitors such as Citrix and HP have already solved this issue with their own Remote Desktop clients.""",0
train_1542,"""Would it be possible to disable this?""",0
train_1543,"""To solve that it would be enough to have read access to the System Media Transport Controls data of other apps.""",1
train_1544,"""If the point is outside, we have to divide the result by RawPixelsPerViewPixel.""",0
train_1545,"""http://msdn.microsoft.com/en-us/library/windowsphone/develop/jj681688(v=vs.105).aspx""",0
train_1546,With MaxNumberOfColums you can limit the number of columns.,0
train_1547,"""It's not healthy to keep several accounts that means nothing, specially ones that you just had to create because___ more""",0
train_1548,"""After application migration to the new dashboard, use the original product ID to bind High German map failure""",0
train_1549,"""Format the text with a specific number of decimal place (i.e.""",1
train_1550,"""It took 15 days... i forgot my password... Now i Have to RESET the whole phone just for it...""",0
train_1551,"""Maybe by having a frequency parameter so for each of the existing RecurrenceType types (i.e.""",0
train_1552,"""I think it's almost over a year.""",0
train_1553,"""Even rendering on separate thread will block UI thread (for example Reveal highlight effect while bigger page is loading or typing into TextBox will lag while javascript in the page is running)""",0
train_1554,"""Or if the search finds___ more""",0
train_1555,"""1""",0
train_1556,"""Make it so the tiles can be see through and the background can be a background image, that would look nice 8.""",1
train_1557,"""Open the network + settings and tap on call settings.""",0
train_1558,"""If you guys employed a .NET module like imageresizing.net on your hosting clusters, you could reduce it to 2 screenshots per actual screenshot per language by only submitting WXGA and___ more""",1
train_1559,"""I hope you get the point !!""",0
train_1560,"""There is SSL/TLS socket support in Windows Phone 8.""",0
train_1561,"""An app can at least have a button directly to call history so user can see call history (since a direct API for call-history is not given due to security reasons).""",1
train_1562,"""The Music+Videos app should have side selection boxes in every category like the ones used for selecting multiple messages in the e-mail app, making it easier to create playlists, and play selected songs/artists/albums/genres/videos.""",1
train_1563,"""It just needs the /context command that returns the current context name which could be hard-coded as NATIVE_APP.""",1
train_1564,"""So only differnce that makes it a windows application and web aplication is the url  if pointing to local its gonnabe windows standalone app elses its gone be web app.""",0
train_1565,"""When in a busy place, Cortano doesn't understand anything.""",0
train_1566,"""For instance, if I build a children's book app and then submit that same app 50 times, each time with a different name and book loaded, i have essentially used up all the available space on the marketplace app search results screen, thereby stifling competition and innovation through use of questionable practices and a bad app design.""",0
train_1567,the reminder function in the wp8 calendar must be expand to more weekly options.,1
train_1568,"""New ones should still need manual review by MS employees like it used to be at WP7 times.""",1
train_1569,"""For solid users/sharing, often categories are organized by priority/tier or other purpose, not what makes most sense for social sharing and assigning tags to a specific feed.	""",0
train_1570,"""I want to open feeds outside of Feedly sometimes and look at the site it came from.""",1
train_1571,"""I have more than 20 apps in the store and would like to see all downloads of these 20 apps as a number.""",1
train_1572,"""This enables caching of and usage of offline maps""",0
train_1573,"""As an alternative to that, you could also create a 1x1 widget mimicking the app icon with unread counter.""",1
train_1574,"""Waiting for reply.""",0
train_1575,"""Include an API to add, remove, deactivate tracking protection lists (TPL), to further drive down data usage, enable selective protection against rogue sites tracking, and just having a sense of control.""",1
train_1576,While understandable that there are big challenges to overcome to make this possible but currently the bar to create optional packages is too high due that the time investment and issues that can occur makes it not that worh it due the C++ requirement.,0
train_1577,"""I guess it can fitt by 4 app icon ib each row.""",0
train_1578,"""I hear a lot about âclean uninstallâ but we noticed a few months ago appx leaves some stuff behind.""",0
train_1579,"""Also I think NuGut should maintain User Comments for each package...and a 4 star rating...so that people can get an idea if the package is any good without installing....""",1
train_1580,"""and now that i am in my 50's Iam still playing and building but my mother and her friends cant keep up with windows they are having a hard time finding there way around windows please give them back the old windows that they can navigate.""",1
train_1581,"""It could also allow for a specific download key if purchases were made outside of the app Marketplace.""",0
train_1582,6) Click into TextBox 2.,0
train_1583,"""Maybe a theme that just picks colours from the standard set and distributes them among the tiles that don't have their own colour.""",0
train_1584,"""This gets even more painful when we work with client-application teams that want to customize the localized strings for their platform for a loc-key loc-args contract.""",0
train_1585,"""With frameworks like Angular, Node, jQuery, etc becoming more popular, we really need means to debug our apps to provide the best web experience.""",0
train_1586,"""It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.""",0
train_1587,"""There is no actual error and submission completes.""",0
train_1588,"""After the 7.5 to 7.8 update I was so thankful that the arrow icon (the arrow that takes you to the apps page even though you can just swipe the page!!)""",0
train_1589,"""*the one used in dotnet core applications""",0
train_1590,"""Ideally, it would be great to transfer an app including its IAPs, all intact.""",1
train_1591,"""like Name of that caller Phone Number Etc.""",0
train_1592,"""The language Swift was created by Apple for use on iOS and macOS.""",0
train_1593,"""Feedly mini is very nice plug-in for me.""",0
